severity,bucket,file,kind,photo_crag,resolved_slug,resolved_name,resolve_how,alt_crags,page,license,sourceUrl,flags,n_candidates,n_matched,n_routes_at_crag,unmatched_names,matched_names,grade_conflicts,sector_hints,caption_excerpt
35,guide,Images/guide/p17-1-X50.jpg,map,Laem Thian (Mao Rock),laem-thian,Laem Thian,prefix_name,Laem Thian,17,,,caption_routes_not_in_db,1,0,2,Come on Dave!!(6b),,,,"Hand-drawn area map titled 'Laem Thian Jungle'. Labels: 'Mao Rock', 'Drink more - 6b, 30 m', 'Come on Dave!! 6b, 30 m', '6a, 12 m' (x2), '5a-6a 22m', '5a, 10m', '7+, 16m (stringer)', 'Hill', 'Thick jungle edge', 'Coconut palms', 'Tanote Bay"
32,guide,Images/guide/p17-2-X51.jpg,photo-topo,Laem Thian (Mao Rock),laem-thian,Laem Thian,prefix_name,Laem Thian,17,,,topo_no_extractable_links,0,0,2,,,,,"Photo-topo titled 'Laem Thian Coast'. Two route lines with star-marked anchors. Captions: '5a-5c, 3 small routes, 13m' and '6b+, 15 m'; 'Top rope access'. Description text: access from Laem Thian Resort by rock hopping at low tide; beginner"
32,guide,Images/guide/p20-0-X57.jpg,photo-topo,Tanote Bay,tanote-bay,Tanote Bay,exact_name,Tanote Bay,20,,,topo_no_extractable_links,0,0,45,,,,,"Coastal hillside photo with drawn route/approach lines (green line up the slab, red and orange segments near the base and summit block) and a '12m' scale marker; boats at the shoreline. No route names or grades legible."
20,guide,Images/guide/p40-4-X138.jpg,photo-topo,Mango Mount,mango-mount,Mango Mount,exact_name,Mango Mount,40,,,caption_says_unverified,1,1,10,,Tennis Ball Slab→Tennis Ball Slab[exact],,,"Boulder photo with two drawn vertical crack lines; caption '7. (Tennis Ball Slab)  E   8. ( Projects)' - route name 'Tennis Ball Slab' partially legible, unverified. Crag unverified."
20,guide,Images/guide/p41-7-X150.jpg,photo-topo,Mango Mount,mango-mount,Mango Mount,exact_name,Mango Mount,41,,,caption_says_unverified,1,1,10,,Another Green Traverse→Another Green Traverse[exact],,,"Boulder with three topo lines labelled ""M"", ""Another Green Traverse 6A+ (Sit)"" and ""Nm (sit)"". Only named route on page 41. Crag attribution unverified."
18,community,Images/community/beach-boulders-flickr-chrisjohnson-01.jpg,community-photo,"unverified (granite beach boulders, Koh Tao)",,,unverified_label,,,CC BY-NC-ND 2.0,https://www.flickr.com/photos/45092594@N02/4147832986,unverified_crag_label|nd_license,0,0,0,,,,,"Granite Beach Boulder Heaven - Koh Tao, Thailand"
18,community,Images/community/boulders-flickr-sheiladeeisme-01.jpg,community-photo,"unverified (coastal boulders, Koh Tao)",,,unverified_label,,,CC BY-NC-ND 2.0,https://www.flickr.com/photos/26255461@N02/21254751852,unverified_crag_label|nd_license,0,0,0,,,,,"Boulder Hopping - scrambling over coastal boulders, Koh Tao"
18,community,Images/community/boulders-flickr-sheiladeeisme-02.jpg,community-photo,"unverified (coastal boulders, Koh Tao)",,,unverified_label,,,CC BY-NC-ND 2.0,https://www.flickr.com/photos/26255461@N02/21222680271,unverified_crag_label|nd_license,0,0,0,,,,,"Boulders with a View - Koh Tao, Gulf of Thailand"
18,community,Images/community/boulders-flickr-sheiladeeisme-03.jpg,community-photo,"unverified (coastal boulders, Koh Tao)",,,unverified_label,,,CC BY-NC-ND 2.0,https://www.flickr.com/photos/26255461@N02/20642564744,unverified_crag_label|nd_license,0,0,0,,,,,Boulders - rocky coastline of Koh Tao
18,community,Images/community/john-suwan-viewpoint-flickr-sitoo-01.jpg,community-photo,"unverified (John-Suwan viewpoint, scenic)",,,unverified_label,,,CC BY-NC-ND 2.0,https://www.flickr.com/photos/7470842@N04/30464276574,unverified_crag_label|nd_license,0,0,0,,,,,"John-Suwan viewpoint, Koh Tao (360-degree panorama over granite headland)"
16,community,Images/community/backyard-mp-ways-01.png,community-photo,Backyard,backyard-frontyard,Backyard & Frontyard,alias,Backyard & Frontyard,,"user-contributed, all rights reserved — shown with attribution and source link",https://www.mountainproject.com/photo/113972540/topo,crag_alias_needed,0,0,166,,,,,Topo (Mountain Project Backyard area photo by Brian Ways)
16,community,Images/community/frontyard-mp-ways-01.png,community-photo,Frontyard,backyard-frontyard,Backyard & Frontyard,alias,Backyard & Frontyard,,"user-contributed, all rights reserved — shown with attribution and source link",https://www.mountainproject.com/photo/113972561/topo,crag_alias_needed,0,0,166,,,,,topo (Mountain Project Frontyard area photo by Brian Ways)
16,community,Images/community/sairee-viewpoint-flickr-moncka-01.jpg,community-photo,Sairee Beach (scenic viewpoint),,,scenic_non_crag,,,CC BY-NC-ND 2.0,https://www.flickr.com/photos/47827535@N05/4404297096,scenic_non_crag|nd_license,0,0,0,,,,,Viewpoint Sairee beach // Koh Tao
15,guide,Images/guide/p01-1-X1.jpg,other-unusable,,,,missing_crag,,1,,,unresolved_crag,0,0,0,,,,,"Tiny 64x62 px black-and-white line-art fragment, apparently a cropped piece of a drawn hand/logo; no legible text."
15,guide,Images/guide/p01-2-X2.jpg,other-unusable,,,,missing_crag,,1,,,unresolved_crag,0,0,0,,,,,"Tiny 64x62 px black-and-white line-art fragment, another cropped piece of the same drawn hand/logo graphic; no legible text."
15,guide,Images/guide/p01-3-X3.jpg,other-unusable,,,,missing_crag,,1,,,unresolved_crag,0,0,0,,,,,"Tiny 64x62 px black-and-white line-art fragment showing part of a spiky/circular outline, likely another crop of the same logo graphic; no legible text."
15,guide,Images/guide/p01-4-X4.jpg,other-unusable,,,,missing_crag,,1,,,unresolved_crag,0,0,0,,,,,"Tiny 64x62 px black-and-white line-art fragment showing curved lines and a spiky arc, another crop of the same logo graphic; no legible text."
15,guide,Images/guide/p02-1-X6.jpg,other-unusable,,,,missing_crag,,2,,,unresolved_crag,0,0,0,,,,,Small 84x84 px circular logo of a green stylized hand (the Goodtime Adventures hand logo); no legible text.
15,guide,Images/guide/p03-1-X8.jpg,other-unusable,,,,missing_crag,,3,,,unresolved_crag,0,0,0,,,,,"Small 84x84 px circular logo of a green stylized hand, identical to p02-1-X6 (Goodtime Adventures logo); no legible text."
15,guide,Images/guide/p04-1-X10.jpg,other-unusable,,,,missing_crag,,4,,,unresolved_crag,0,0,0,,,,,Small 75x75 px circular logo of a green stylized hand (Goodtime Adventures logo variant); no legible text.
15,guide,Images/guide/p04-2-X11.png,other-unusable,,,,missing_crag,,4,,,unresolved_crag,0,0,0,,,,,"Tiny 23x23 px PNG icon, appears to be a small document/image placeholder glyph; content unrecognizable at this size."
15,guide,Images/guide/p05-0-X12.jpg,other-unusable,,,,missing_crag,,5,,,unresolved_crag,0,0,0,,,,,"Tiny 84x84 circular logo/icon (green patch with three tan stripes in a black ring). Decorative bullet, no legible text. Identical asset appears on multiple pages."
15,guide,Images/guide/p06-0-X13.jpg,other-unusable,,,,missing_crag,,6,,,unresolved_crag,0,0,0,,,,,Tiny 84x84 circular logo/icon (same decorative bullet as p05-0-X12). No legible text.
15,guide,Images/guide/p07-4-X18.jpg,other-unusable,,,,missing_crag,,7,,,unresolved_crag,0,0,0,,,,,Tiny 84x84 circular logo/icon (same decorative bullet as p05-0-X12). No legible text.
15,guide,Images/guide/p43-1-X156.jpg,other-unusable,,,,missing_crag,,43,,,unresolved_crag,0,0,0,,,,,Tiny 84x84 decorative graphic/logo icon (green and orange abstract shape in a dark circle). No legible text.
15,guide,Images/guide/p44-0-X157.jpg,other-unusable,,,,missing_crag,,44,,,unresolved_crag,0,0,0,,,,,"Tiny 84x84 decorative graphic/logo icon, appears identical to p43-1-X156.jpg. No legible text."
15,guide,Images/guide/p45-5-X168.jpg,other-unusable,,,,missing_crag,,45,,,unresolved_crag,0,0,0,,,,,Goodtime Adventures logo: green climbing hand holding a rock inside a black circle. No text or route info.
15,guide,Images/guide/p46-6-X175.jpg,other-unusable,,,,missing_crag,,46,,,unresolved_crag,0,0,0,,,,,Goodtime Adventures logo: green climbing hand holding a rock inside a black circle. No text or route info.
15,guide,Images/guide/p47-0-X176.jpg,other-unusable,,,,missing_crag,,47,,,unresolved_crag,0,0,0,,,,,"Full-page advertisement: 'SCUBA DIVING - Speed boat from the beach, small and personal groups' by Goodtime Adventures (www.gtadventures.com). Lists fun dives, PADI/SSI Open Water and Advanced courses, specialties (Nitrox, Deep, DPV), Discov"
15,guide,Images/guide/p48-0-X177.jpg,other-unusable,,,,missing_crag,,48,,,unresolved_crag,0,0,0,,,,ADVENTURE COMBO,"Full-page advertisement: 'ADVENTURE COMBO'S' by Goodtime Adventures (www.gtadventures.com). Packages: Jump into Jaws (hike, cliff jumping 3m/9m/12m, snorkeling); On The Rocks (abseiling from 25m cliffs, beginner rock climbing); Koh Tao Adve"
14,community,Images/community/boulders-view-flickr-hellberg-01.jpg,community-photo,"unverified (boulders and rocks, Koh Tao)",,,unverified_label,,,CC BY-SA 2.0,https://www.flickr.com/photos/75489014@N00/2308445404,unverified_crag_label,0,0,0,,,,,"Boulders and rocks above the sea, Koh Tao (Thailand 2008)"
14,community,Images/community/climbing-action-slade-flickr-gnomej-01.jpg,community-photo,"unverified (rock climbing on granite, Koh Tao; tagged 'slade')",,,unverified_label,,,CC BY-NC 2.0,https://www.flickr.com/photos/25409279@N02/3115036914,unverified_crag_label,0,0,0,,,,,Slade - climber on Koh Tao granite
14,community,Images/community/ko-tao-rocks-flickr-araxav-01.jpg,community-photo,"unverified (coastal rocks, Koh Tao)",,,unverified_label,,,CC BY-NC 2.0,https://www.flickr.com/photos/32847592@N05/3143663080,unverified_crag_label,0,0,0,,,,,Ko Tao rocks
14,community,Images/community/ko-tao-rocks-flickr-araxav-02.jpg,community-photo,"unverified (coastal rocks, Koh Tao)",,,unverified_label,,,CC BY-NC 2.0,https://www.flickr.com/photos/32847592@N05/3142837279,unverified_crag_label,0,0,0,,,,,Ko Tao rocks
14,community,Images/community/ko-tao-rocks-flickr-araxav-03.jpg,community-photo,"unverified (coastal rocks, Koh Tao)",,,unverified_label,,,CC BY-NC 2.0,https://www.flickr.com/photos/32847592@N05/3143665050,unverified_crag_label,0,0,0,,,,,Ko Tao rocks
14,community,Images/community/koh-tao-rocks-flickr-atina-01.jpg,community-photo,"unverified (rocks, Koh Tao)",,,unverified_label,,,CC BY-NC-SA 2.0,https://www.flickr.com/photos/30015035@N03/2810647191,unverified_crag_label,0,0,0,,,,,Koh Tao - rocks
14,community,Images/community/report-bouldering-chris-chapman-01.jpg,community-photo,"unverified (Koh Tao boulders, specific bloc not identified)",,,unverified_label,,,"user-contributed, all rights reserved — shown with attribution and source link",https://rockrun.com/blogs/the-flash-rock-run-blog/bouldering-on-koh-tao-thailand-destination-articles,unverified_crag_label,0,0,0,,,,,"Article image for 'Bouldering on Koh Tao, Thailand' (Rock+Run)."
14,community,Images/community/report-crag-mapo-tapo-01.jpg,community-photo,unverified (a rock climbing crag in Koh Tao),,,unverified_label,,,"user-contributed, all rights reserved — shown with attribution and source link",https://www.mapotapo.com/blog/koh-tao,unverified_crag_label,0,0,0,,,,,A rock climbing crag in Koh Tao — header image of the Mapo Tapo guide.
14,community,Images/community/report-koh-tao-onsight-01.jpg,community-photo,unverified (Koh Tao; post caption not recoverable),,,unverified_label,,,"user-contributed, all rights reserved — shown with attribution and source link",https://onsightkohtaoclimbing-blog.tumblr.com/,unverified_crag_label,0,0,0,,,,,Photo post on the Onsight Koh Tao climbing Tumblr blog.
14,community,Images/community/rock-formations-flickr-01.jpg,community-photo,"unverified (rock formations, Koh Tao)",,,unverified_label,,,CC BY 2.0,https://www.flickr.com/photos/88774309@N00/367717770,unverified_crag_label,0,0,0,,,,,Rock formations in Koh Tao
14,community,Images/community/rocky-headland-flickr-cosmicwindblown-01.jpg,community-photo,"unverified (granite headland with resort hut, Koh Tao)",,,unverified_label,,,CC0 1.0,https://www.flickr.com/photos/191211375@N03/50670543718,unverified_crag_label,0,0,0,,,,,"rocky headland — granite outcrop, Koh Tao (tagged: koh tao, granite, outcrop, resort, hut)"
12,community,Images/community/john-suwan-viewpoint-commons-kallerna-01.jpg,community-photo,John-Suwan Viewpoint (scenic),,,scenic_non_crag,,,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:John-Suwan_Viewpoint_Ko_Tao_1.jpg,scenic_non_crag,0,0,0,,,,,View from John-Suwan viewpoint over the southern tip of Koh Tao.
12,community,Images/community/mae-haad-commons-longtails-01.jpg,community-photo,Mae Haad (arrival/scenic),,,scenic_non_crag,,,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:Koh_Tao_Mae_Haad_longtails.jpg,scenic_non_crag,0,0,0,,,,,"Longtail boats at Mae Haad, Koh Tao's main pier village."
12,community,Images/community/mango-viewpoint-flickr-skinofstars-01.jpg,community-photo,Mango Viewpoint (scenic/approach),,,scenic_non_crag,,,CC BY 2.0,https://www.flickr.com/photos/45731806@N00/10476362566,scenic_non_crag,0,0,0,,,,,"Mango viewpoint junction, Koh Tao"
10,community,Images/community/report-topo-map-mapo-tapo-01.png,map,multiple (island topo map),,,multi_place_label,,,"user-contributed, all rights reserved — shown with attribution and source link",https://www.mapotapo.com/blog/koh-tao,multi_place_label,0,0,0,,,,,Topo map of the crags at Koh Tao — graphic from the Mapo Tapo guide.
10,guide,Images/guide/p02-0-X5.jpg,action-photo,Mango Mount,mango-mount,Mango Mount,exact_name,Mango Mount,2,,,caption_says_unverified,0,0,10,,,,,"Shirtless boulderer climbing a steep granite boulder above an orange organic crash pad, with jungle and a sea view behind; 'Goodtime Adventures' watermark in the top-left corner; specific boulder/crag unverified. PDF caption: 'Myo Aung @ Ma"
10,guide,Images/guide/p03-0-X7.jpg,crag-photo,Mek's Mountain,meks-mountain,Mek's Mountain,exact_name,Mek's Mountain,3,,,caption_says_unverified,0,0,49,,,,The Elephant,"Distant photo of a large rounded granite boulder formation rising above dense jungle, its outline resembling a reclining elephant (best guess: The Elephant at Sairee Beach Boulders, unverified); no drawn lines or legible text. PDF caption: "
10,guide,Images/guide/p12-1-X34.jpg,action-photo,Mek's Mountain,meks-mountain,Mek's Mountain,exact_name,Mek's Mountain,12,,,caption_says_unverified,0,0,49,,,,,"Small (204x154) photo of a helmeted climber in a red shirt on toprope, jamming through a wide crack/roof. No text. Crag unverified."
10,guide,Images/guide/p12-2-X35.jpg,action-photo,Mek's Mountain,meks-mountain,Mek's Mountain,exact_name,Mek's Mountain,12,,,caption_says_unverified,0,0,49,,,,,Small vertical (170x292) photo of a climber high on a steep rock face above dense vegetation. No text. Crag unverified.
10,guide,Images/guide/p28-0-X75.jpg,action-photo,Backyard & Frontyard,backyard-frontyard,Backyard & Frontyard,exact_name,Backyard & Frontyard,28,,,caption_says_unverified,0,0,166,,,,,"Bouldering action photo: shirtless climber on an overhanging boulder problem with a spotter below and crash pads at the base; jungle/palm setting. No text or route info. Likely Tanote Bay Frontyard bouldering given page context, but unverif"
10,guide,Images/guide/p28-1-X76.jpg,crag-photo,Backyard & Frontyard,backyard-frontyard,Backyard & Frontyard,exact_name,Backyard & Frontyard,28,,,caption_says_unverified,0,0,166,,,,,"Photo of a large grey boulder with visible crack/feature lines in a wooded setting; no climbers, no topo lines, no text. Likely a Tanote Bay boulder given page context, but unverified."
10,guide,Images/guide/p28-2-X77.jpg,crag-photo,Backyard & Frontyard,backyard-frontyard,Backyard & Frontyard,exact_name,Backyard & Frontyard,28,,,caption_says_unverified,0,0,166,,,,,"Photo of a large featured boulder in a grassy clearing with palm trees behind; no climbers, no topo lines, no text. Likely a Tanote Bay boulder given page context, but unverified."
10,guide,Images/guide/p28-3-X78.jpg,crag-photo,Backyard & Frontyard,backyard-frontyard,Backyard & Frontyard,exact_name,Backyard & Frontyard,28,,,caption_says_unverified,0,0,166,,,,,"Photo of a tall, steep boulder face with a palm tree to the right; no climbers, no topo lines, no text. Likely a Tanote Bay boulder given page context, but unverified."
10,guide,Images/guide/p28-4-X79.jpg,crag-photo,Backyard & Frontyard,backyard-frontyard,Backyard & Frontyard,exact_name,Backyard & Frontyard,28,,,caption_says_unverified,0,0,166,,,,,"Photo of a pointed, overhanging boulder with dark streaked rock and a tree to the left; no climbers, no topo lines, no text. Likely a Tanote Bay boulder given page context, but unverified."
10,guide,Images/guide/p28-5-X80.jpg,crag-photo,Backyard & Frontyard,backyard-frontyard,Backyard & Frontyard,exact_name,Backyard & Frontyard,28,,,caption_says_unverified,0,0,166,,,,,"Photo of a large rounded boulder framed by palm trees; no climbers, no topo lines, no text. Likely a Tanote Bay boulder given page context, but unverified."
10,guide,Images/guide/p29-2-X84.jpg,scenic,Secret Garden Boulders,secret-garden-boulders,Secret Garden Boulders,exact_name,Secret Garden Boulders,29,,,caption_says_unverified,0,0,83,,,,,Concrete footpath winding through a coconut palm grove with grassy undergrowth; likely an approach-path photo for the jungle bouldering section (location unverified); no text or route markings.
10,guide,Images/guide/p29-3-X85.jpg,scenic,Secret Garden Boulders,secret-garden-boulders,Secret Garden Boulders,exact_name,Secret Garden Boulders,29,,,caption_says_unverified,0,0,83,,,,,Coconut palms and dense tropical vegetation with a hazy distant view; likely approach/setting shot for the jungle bouldering section (location unverified); no text or route markings.
10,guide,Images/guide/p30-0-X86.jpg,crag-photo,Secret Garden Boulders,secret-garden-boulders,Secret Garden Boulders,exact_name,Secret Garden Boulders,30,,,caption_says_unverified,0,0,83,,,,,"Tall rounded granite boulder among trees with palms behind (best guess: a bloc in the Secret Garden Boulders section, inferred from page position in the guide's bouldering chapter — unverified); no drawn lines, numbers, or legible text."
10,guide,Images/guide/p30-1-X87.jpg,crag-photo,Secret Garden Boulders,secret-garden-boulders,Secret Garden Boulders,exact_name,Secret Garden Boulders,30,,,caption_says_unverified,0,0,83,,,,,"Large dark rounded granite boulder in grass with coconut palms behind (best guess: Secret Garden Boulders bloc — unverified); no drawn lines, numbers, or legible text."
10,guide,Images/guide/p30-2-X88.jpg,crag-photo,Secret Garden Boulders,secret-garden-boulders,Secret Garden Boulders,exact_name,Secret Garden Boulders,30,,,caption_says_unverified,0,0,83,,,,,"Stacked granite boulder formation with overhanging bulges in jungle with palms (best guess: Secret Garden Boulders bloc — unverified); no drawn lines, numbers, or legible text."
10,guide,Images/guide/p30-3-X89.jpg,crag-photo,Secret Garden Boulders,secret-garden-boulders,Secret Garden Boulders,exact_name,Secret Garden Boulders,30,,,caption_says_unverified,0,0,83,,,,,"Steep-featured granite boulder with a prominent prow/roof among grass and palms (best guess: Secret Garden Boulders bloc — unverified); no drawn lines, numbers, or legible text."
10,guide,Images/guide/p30-4-X90.jpg,crag-photo,Secret Garden Boulders,secret-garden-boulders,Secret Garden Boulders,exact_name,Secret Garden Boulders,30,,,caption_says_unverified,0,0,83,,,,,"Cracked blocky granite boulder shaded by trees and vines, palms behind (best guess: Secret Garden Boulders bloc — unverified); no drawn lines, numbers, or legible text."
10,guide,Images/guide/p31-0-X92.jpg,crag-photo,Secret Garden Boulders,secret-garden-boulders,Secret Garden Boulders,exact_name,Secret Garden Boulders,31,,,caption_says_unverified,0,0,83,,,,,"Cluster of large granite boulders in forest with thin tree trunks in front (best guess: Secret Garden Boulders bloc — unverified); no drawn lines, numbers, or legible text."
10,guide,Images/guide/p31-1-X93.jpg,crag-photo,Secret Garden Boulders,secret-garden-boulders,Secret Garden Boulders,exact_name,Secret Garden Boulders,31,,,caption_says_unverified,0,0,83,,,,,"Narrow vertical chimney/corner between two granite boulder walls in shade (best guess: Secret Garden Boulders bloc — unverified); no drawn lines, numbers, or legible text."
10,guide,Images/guide/p31-2-X94.jpg,crag-photo,Secret Garden Boulders,secret-garden-boulders,Secret Garden Boulders,exact_name,Secret Garden Boulders,31,,,caption_says_unverified,0,0,83,,,,,"Tall clean granite boulder face beside a tree in jungle light (best guess: Secret Garden Boulders bloc — unverified); no drawn lines, numbers, or legible text."
10,guide,Images/guide/p31-3-X95.jpg,crag-photo,Secret Garden Boulders,secret-garden-boulders,Secret Garden Boulders,exact_name,Secret Garden Boulders,31,,,caption_says_unverified,0,0,83,,,,,"Large featured granite boulder with diagonal seams next to a palm trunk in a coconut grove (best guess: Secret Garden Boulders bloc — unverified); no drawn lines, numbers, or legible text."
10,guide,Images/guide/p33-2-X108.jpg,crag-photo,Secret Garden Boulders,secret-garden-boulders,Secret Garden Boulders,exact_name,Secret Garden Boulders,33,,,caption_says_unverified,0,0,83,,,,,"Wide horizontal shot of a large dark granite boulder among palm trees. No route lines, names, or grades visible. Crag assignment inferred from page context (page 34 contains the 'Upper Secret Garden' map) — unverified beyond that."
10,guide,Images/guide/p33-4-X110.jpg,crag-photo,Secret Garden Boulders,secret-garden-boulders,Secret Garden Boulders,exact_name,Secret Garden Boulders,33,,,caption_says_unverified,0,0,83,,,,,Large featured boulder face in grass with trees behind. No route markings or text visible. Crag inferred from page context — unverified.
10,guide,Images/guide/p33-5-X111.jpg,crag-photo,Secret Garden Boulders,secret-garden-boulders,Secret Garden Boulders,exact_name,Secret Garden Boulders,33,,,caption_says_unverified,0,0,83,,,,,"Vertical close shot of a sunlit boulder face, partly shadowed. No route names/grades/numbers legible. Crag inferred from page context — unverified."
10,guide,Images/guide/p35-0-X114.jpg,crag-photo,Secret Garden Boulders,secret-garden-boulders,Secret Garden Boulders,exact_name,Secret Garden Boulders,35,,,caption_says_unverified,0,0,83,,,,,Tall boulder leaning against another block in jungle; tree shadow on the face. No route names/grades/numbers visible. Crag inferred from page context (Upper Secret Garden section) — unverified.
10,guide,Images/guide/p35-1-X115.jpg,crag-photo,Secret Garden Boulders,secret-garden-boulders,Secret Garden Boulders,exact_name,Secret Garden Boulders,35,,,caption_says_unverified,0,0,83,,,,,Cluster of stacked boulders forming a cave/roof feature; palm trees behind. No route markings visible. Crag inferred from page context — unverified.
10,guide,Images/guide/p35-2-X116.jpg,crag-photo,Secret Garden Boulders,secret-garden-boulders,Secret Garden Boulders,exact_name,Secret Garden Boulders,35,,,caption_says_unverified,0,0,83,,,,,Two large boulders in dappled jungle light. No route names/grades/numbers visible. Crag inferred from page context — unverified.
10,guide,Images/guide/p35-3-X117.jpg,crag-photo,Secret Garden Boulders,secret-garden-boulders,Secret Garden Boulders,exact_name,Secret Garden Boulders,35,,,caption_says_unverified,0,0,83,,,,,Large rounded boulder face with a tree trunk in front. No route markings visible. Crag inferred from page context — unverified.
10,guide,Images/guide/p35-4-X118.jpg,crag-photo,Secret Garden Boulders,secret-garden-boulders,Secret Garden Boulders,exact_name,Secret Garden Boulders,35,,,caption_says_unverified,0,0,83,,,,,"Close view of a rough, dark boulder face with palm fronds overhead. No route names/grades/numbers visible. Crag inferred from page context — unverified."
10,guide,Images/guide/p35-5-X119.jpg,crag-photo,Secret Garden Boulders,secret-garden-boulders,Secret Garden Boulders,exact_name,Secret Garden Boulders,35,,,caption_says_unverified,0,0,83,,,,,"Broad, slightly overhanging boulder face in sun with foliage around. No route markings visible. Crag inferred from page context — unverified."
10,guide,Images/guide/p37-2-X125.jpg,other-unusable,The Peak Boulders / Sai Tong,the-peak-boulders,The Peak Boulders,dual_crag_partial,The Peak Boulders; Sai Tong,37,,,dual_crag_label,0,0,10,,,,,Tiny 84x84 decorative bullet icon (same green-blob icon). No route info.
10,guide,Images/guide/p38-0-X126.jpg,other-unusable,Fruit Bowl / Hin Wong Hills,fruit-bowl,Fruit Bowl,dual_crag_partial,Fruit Bowl; Hin Wong Hills,38,,,dual_crag_label,0,0,15,,,,,Tiny 84x84 decorative bullet icon (same green-blob icon). No route info.
10,guide,Images/guide/p39-0-X127.jpg,map,Mango Mount,mango-mount,Mango Mount,exact_name,Mango Mount,39,,,caption_says_unverified,0,0,10,,,,,"Sketch area map showing boulder clusters: Tower of Power Cluster, Bevels Ball Cluster (partially legible, unverified), Hilltop Cluster, Ankle Biter Cluster; a road and a house icon. No crag name visible - crag unverified."
10,guide,Images/guide/p41-0-X143.jpg,map,Mango Mount,mango-mount,Mango Mount,exact_name,Mango Mount,41,,,caption_says_unverified,0,0,10,,,,,Sketch boulder layout map with 6 numbered boulders (1-6); one boulder labeled 'Tower of Power'. Green dots mark reference points. Confirms this section is the 'Tower of Power Cluster' from map p39-0-X127; crag unverified (not one of the 9 k
10,guide,Images/guide/p42-1-X153.jpg,other-unusable,Aow Luek / Lang Khai,aow-luek,Aow Luek,dual_crag_partial,Aow Luek; Lang Khai,42,,,dual_crag_label,0,0,69,,,,,Same small circular green-island logo as p41-8-X151.jpg. No climbing content.
7,guide,Images/guide/p39-5-X132.jpg,topo-diagram-unusable,Mango Mount,mango-mount,Mango Mount,exact_name,Mango Mount,39,,,topo_no_extractable_links|caption_says_unverified,0,0,10,,,,,Faint line-drawing boulder layout map showing 5+ numbered boulders (1-4 legible). Part of the 'Tower of Power Cluster' bouldering section (map p39-0-X127); crag unverified.
7,guide,Images/guide/p40-0-X134.jpg,topo-diagram-unusable,Mango Mount,mango-mount,Mango Mount,exact_name,Mango Mount,40,,,topo_no_extractable_links|caption_says_unverified,0,0,10,,,,,"Faint line-drawing boulder layout map showing 2 numbered boulders (1, 2). Same Tower of Power bouldering section; crag unverified."
7,guide,Images/guide/p40-7-X141.jpg,topo-diagram-unusable,Mango Mount,mango-mount,Mango Mount,exact_name,Mango Mount,40,,,topo_no_extractable_links|caption_says_unverified,0,0,10,,,,,Faint line-drawing boulder layout map showing 6 numbered boulders (1-6). Same Tower of Power bouldering section; crag unverified.
4,community,Images/community/babaloo-boulders-flickr-sitoo-01.jpg,community-photo,Babaloo Boulders,babaloo-boulders,Babaloo Boulders,exact_name,Babaloo Boulders,,CC BY-NC-ND 2.0,https://www.flickr.com/photos/7470842@N04/31135755471,nd_license,1,1,58,,Babaloo→Babaloo[exact],,,"Babaloo Sector, Koh Tao (360-degree panorama of the granite bouldering beach)"
2,community,Images/community/big-brother-slab-mp-lisher-01.jpg,community-photo,Big Brother Slab,big-brother-slab,Big Brother Slab,exact_name,Big Brother Slab,,"user-contributed, all rights reserved — shown with attribution and source link",https://www.mountainproject.com/photo/111592838/crag-topo,ok_crag_only,0,0,5,,,,,crag topo (Mountain Project Big Brother Slab area photo by Backpackerdan Lisher)
2,community,Images/community/golden-slab-mp-lisher-01.jpg,community-photo,Golden Slab,golden-slab,Golden Slab,exact_name,Golden Slab,,"user-contributed, all rights reserved — shown with attribution and source link",https://www.mountainproject.com/photo/111565879/crag-photo,ok_crag_only,0,0,5,,,,,crag photo (Mountain Project Golden Slab area photo by Backpackerdan Lisher)
2,community,Images/community/golden-view-mp-gruber-01.jpg,community-photo,Golden View,golden-view,Golden View,exact_name,Golden View,,"user-contributed, all rights reserved — shown with attribution and source link",https://www.mountainproject.com/photo/125634433/the-view-from-golden-view,ok_crag_only,0,0,6,,,,,The view from Golden View (Mountain Project Golden View area photo by Caleb Gruber)
2,community,Images/community/golden-view-mp-gruber-02.jpg,community-photo,Golden View,golden-view,Golden View,exact_name,Golden View,,"user-contributed, all rights reserved — shown with attribution and source link",https://www.mountainproject.com/photo/125634439/theres-several-newly-bolted-routes-in-this-area-that-arent-on-mp-yet,ok_crag_only,0,0,6,,,,,There's several newly bolted routes in this area that aren't on MP yet. (Mountain Project Golden View area photo by Caleb Gruber)
2,community,Images/community/golden-view-mp-ways-01.jpg,community-photo,Golden View,golden-view,Golden View,exact_name,Golden View,,"user-contributed, all rights reserved — shown with attribution and source link",https://www.mountainproject.com/photo/113972448/topo-there-are-updates-ones-now-that-will-be-uploaded-soon,ok_crag_only,0,0,6,,,,,"Topo, there are updates ones now, that will be uploaded soon (Mountain Project Golden View area photo by Brian Ways)"
2,community,Images/community/jansom-bay-commons-01.jpg,community-photo,Jansom Bay,jansom-bay,Jansom Bay,exact_name,Jansom Bay,,CC BY 3.0,https://commons.wikimedia.org/wiki/File:Jansom_Bay-Koh_Tao_-_panoramio.jpg,ok_crag_only,0,0,9,,,,,"Jansom Bay, Koh Tao"
